idDocumento,numDoc,folioDoc,folioUnico,origenFactura,tipoFactura,tipoDocAsociado,nomProveedor,rutProveedor,centroGestion,fechaSistema,fechaEmision,fechaEstimadaPago,fechaRecepSII,fechaRecepcion,moneda,montoTotal,estadoDoc,estadoAsociacion,estadoPago,estadoPagoSii,FechaIngreso,ConceptoCompras,Cliente,Proveedor,Honorario,Empleado,Cuenta,Cuenta 2,Centro,Unidad de Negocio,Estado,montoNeto,montoNoAfectoOExento
30742642,1417-159,1417-159,140426798,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SODIMAC S.A.,96792430-K,1417 Marathon EU Viña,2025-06-03T13:04:48.673,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,187772.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:29:19,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,157792.0,0.0
30743029,1416-128,1416-128,3121,Factura Electrónica (iHub),Factura Electrónica ,Recepción,DISTRIBUIDORA Y COMERCIALIZADORA TORRES Y DONOSO LIMITADA,76086127-8,1416 Santa Isabel MPV,2025-06-03T13:54:32.953,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,67283.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,10/28/2024 12:32:36,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1416,SISA MPV,Activo,56540.0,0.0
30743557,1413-378,1413-378,3120,Factura Electrónica (iHub),Factura Electrónica ,Recepción,DISTRIBUIDORA Y COMERCIALIZADORA TORRES Y DONOSO LIMITADA,76086127-8,1413 Inacap Apoquindo acceso univ y otros,2025-06-03T14:45:48.337,2025-06-02T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,58215.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,10/28/2024 12:32:36,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1413,Inacap Apoquindo,Activo,48920.0,0.0
30744006,1270-789,1270-789,53143179,Factura Electrónica (iHub),Factura Electrónica ,Recepción,TELEFONICA CHILE S.A.,90635000-9,1270 Oficina ICC,2025-06-03T15:04:52.793,2025-06-01T00:00:00,2025-07-02T00:00:00,02-06-2025,2025-06-02T00:00:00,$,22051.0,Aprobada,Totalmente Asociada,Pagada,Sin Pagos,06/06/2025 14:16:48,Telefonía e internet,N,S,N,N,4.01.03.13,4.01.03.13 Gastos telefonicos  e Internet,1270,Oficina Central,Activo,18530.0,0.0
30744102,1413-380,1413-380,3119,Factura Electrónica (iHub),Factura Electrónica ,Recepción,DISTRIBUIDORA Y COMERCIALIZADORA TORRES Y DONOSO LIMITADA,76086127-8,1413 Inacap Apoquindo acceso univ y otros,2025-06-03T15:08:57.37,2025-06-02T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,66973.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,10/28/2024 12:32:36,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1413,Inacap Apoquindo,Activo,56280.0,0.0
30744150,1417-160,1417-160,968,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,SERVICIOS DE INGENIERÍA MG SPA,76687667-6,1417 Marathon EU Viña,2025-06-03T15:10:39.433,2025-06-02T00:00:00,2025-07-02T00:00:00,02-06-2025,2025-06-02T00:00:00,$,49494923.0,Aprobada,Totalmente Asociada,Sin Pagos,Pago Crédito,10/08/2024 13:11:27,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,41592372.0,0.0
30744198,1403-364,1403-364,1116,Factura Electrónica (iHub),Factura Electrónica ,Recepción,OPTYTEK SPA,76607437-5,1403 Nike Costanera Center,2025-06-03T15:13:45.033,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,520875.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,06/06/2025 14:16:44,Gastos Generales,N,S,N,N,4.01.03.22,4.01.03.22 Gastos Generales,1403,Nike Costanera Center,Activo,437710.0,0.0
30746676,1413-381,1413-381,522663,Factura Electrónica (iHub),Factura Electrónica ,Recepción,GB INGENIERIA EN FIJACIONES S.A.,99530740-5,1413 Inacap Apoquindo acceso univ y otros,2025-06-03T18:53:13.43,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,92820.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,01/27/2025 21:26:56,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1413,Inacap Apoquindo,Activo,78000.0,0.0
30746915,1413-382,1413-382,372,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,CONSTRUCTORA  RAUL CORNELIO CARRASCO LOYOLA  E.I.R.L.,77050905-K,1413 Inacap Apoquindo acceso univ y otros,2025-06-03T19:07:18.27,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,3300438.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/02/2025 18:20:37,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1413,Inacap Apoquindo,Activo,2773477.0,0.0
30747172,1413-383,1413-383,201,Factura Electrónica (iHub),Factura Electrónica ,Recepción,INSTALACION Y PULIDO SAAVEDRA SPA,77469658-K,1413 Inacap Apoquindo acceso univ y otros,2025-06-03T19:40:12.67,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,101150.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/19/2025 21:07:43,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1413,Inacap Apoquindo,Activo,85000.0,0.0
30747415,1418-54,1418-54,138696769,Factura Electrónica (iHub),Factura Electrónica ,Recepción,SODIMAC S.A.,96792430-K,1418 Piso 8 Costanera Center,2025-06-03T20:40:43.927,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,5158134.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:29:19,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,4334566.0,0.0
30747563,1417-161,1417-161,7709,Factura Electrónica (iHub),Factura Electrónica ,Recepción,LOCKER PLUS SPA,76574927-1,1417 Marathon EU Viña,2025-06-03T21:34:54.933,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,1054221.0,Aprobada,Totalmente Asociada,Pagada,DTE Pago Contado,06/06/2025 14:16:46,,,S,,,,,1417,Marathon EU Viña,Activo,885900.0,0.0
30747679,1270-790,1270-790,11775189,Factura Electrónica (iHub),Factura Electrónica ,Recepción,DIMERC S.A.,96670840-9,1270 Oficina ICC,2025-06-03T22:07:06.887,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,122251.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/23/2024 13:35:32,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1270,Oficina Central,Activo,102732.0,0.0
30749477,1418-55,1418-55,6561978,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ELECTROCOM S.A.,96355000-6,1418 Piso 8 Costanera Center,2025-06-04T11:04:31.207,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,1691737.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/02/2024 15:54:57,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,1421628.0,0.0
30751968,1417-163,1417-163,9975,Factura Electrónica (iHub),Factura Electrónica ,Recepción,COMERCIALIZADORA DMC S. P. A.,76269438-7,1417 Marathon EU Viña,2025-06-04T16:15:06.057,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,2118199.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,06/06/2025 14:16:43,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,1779999.0,0.0
30752239,1417-164,1417-164,217092,Factura Electrónica (iHub),Factura Electrónica ,Recepción,STUDIO GROUP SPA,76927160-0,1417 Marathon EU Viña,2025-06-04T16:45:14.69,2025-06-03T00:00:00,2025-07-03T00:00:00,03-06-2025,2025-06-03T00:00:00,$,60780.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/06/2024 21:35:39,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,51076.0,0.0
30752252,1417-165,1417-165,29431,Factura Electrónica (iHub),Factura Electrónica ,Recepción,DISTRIBUIDORA Y COMERCIAL DIPROELEC LIMITADA,76760697-4,1417 Marathon EU Viña,2025-06-04T16:46:05.36,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,59976.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,07/09/2024 19:22:37,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,50400.0,0.0
30752261,1407-562,1407-562,171,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,CONSTRUCTORA   FAS   SPA,77882438-8,1407 SMU El Salvador,2025-06-04T16:46:52.57,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,3239849.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,07/29/2024 15:28:04,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1407,SMU El Salvador,Activo,2722562.0,0.0
30752268,1419-9,1419-9,230,Factura Electrónica (iHub),Factura Electrónica ,Recepción,T?CNICAS CHILE SISTEMAS CONSTRUCTIVOS SPA,77795935-2,1419 Jhonny Rockets Mall Plaza Norte,2025-06-04T16:48:42.347,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,99960.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/23/2024 21:29:14,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1419,Jhonny Rocket Mall Plaza Norte,Activo,84000.0,0.0
30752280,1419-10,1419-10,229,Factura Electrónica (iHub),Factura Electrónica ,Recepción,T?CNICAS CHILE SISTEMAS CONSTRUCTIVOS SPA,77795935-2,1419 Jhonny Rockets Mall Plaza Norte,2025-06-04T16:50:20.727,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,538712.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/23/2024 21:29:14,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1419,Jhonny Rocket Mall Plaza Norte,Activo,452699.0,0.0
30755072,1416-129,1416-129,3,Factura Electrónica (iHub),Factura Electrónica ,Estado de Pago,RIEDEMANN SPA,78150952-3,1416 Santa Isabel MPV,2025-06-04T19:09:36.523,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,14788463.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/05/2025 16:14:22,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1416,SISA MPV,Activo,12427280.0,0.0
30755374,1416-130,1416-130,3469149,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1416 Santa Isabel MPV,2025-06-04T19:21:26.66,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,697792.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,586380.0,0.0
30755487,1414-135,1414-135,289302,Factura Electrónica (iHub),Factura Electrónica ,Recepción,BUSTAMANTE MUNOZ PEREIRA RENTA LIMITADA,78914330-7,1414 Inacap Calama Rem área minera,2025-06-04T19:25:34.597,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,59500.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/02/2024 15:54:57,Arriendos oficina,N,S,N,N,4.01.03.11,4.01.03.11 Arriendos,1414,Inacap Calama,Activo,50000.0,0.0
30755541,1416-131,1416-131,3469200,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1416 Santa Isabel MPV,2025-06-04T19:26:57.083,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,402201.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,337984.0,0.0
30755559,1418-56,1418-56,3469197,Factura Electrónica (iHub),Factura Electrónica ,Recepción,AUSIN HNOS. S.A.,81293200-4,1418 Piso 8 Costanera Center,2025-06-04T19:27:21.58,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,1031509.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/18/2024 19:29:20,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,866814.0,0.0
30756983,1270-791,1270-791,11778667,Factura Electrónica (iHub),Factura Electrónica ,Recepción,DIMERC S.A.,96670840-9,1270 Oficina ICC,2025-06-04T20:50:32.117,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,286137.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,04/23/2024 13:35:32,Art. varios oficina,N,S,N,N,4.01.03.04,4.01.03.04 Articulos de Oficina,1270,Oficina Central,Activo,240451.0,0.0
30757168,1416-132,1416-132,2501219,Factura Electrónica (iHub),Factura Electrónica ,Recepción,YOLITO BALART HERMANOS LTDA.,80565900-9,1416 Santa Isabel MPV,2025-06-04T21:50:50.94,2025-06-04T00:00:00,2025-07-04T00:00:00,04-06-2025,2025-06-04T00:00:00,$,728047.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/02/2024 15:10:59,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1416,SISA MPV,Activo,611804.0,0.0
30758511,1407-563,1407-563,1795,Factura Electrónica (iHub),Factura Electrónica ,Recepción,IMPORTADORA Y COMERCIALIZADORA SERGIO EDMUNDO HERRERA GARRIDO E.I.R.L.,76282087-0,1407 SMU El Salvador,2025-06-05T09:52:56.77,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,1232376.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,08/26/2024 18:13:24,Otros costos de explotación,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1407,SMU El Salvador,Activo,1035610.0,0.0
30759391,1418-58,1418-58,3146,Factura Electrónica (iHub),Factura Electrónica ,Recepción,INGENIERIA Y CONSTRUCCION ICAM LIMITADA,78378720-2,1418 Piso 8 Costanera Center,2025-06-05T11:10:01.113,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,2587250.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,06/10/2025 18:16:34,,,S,,,,,1418,Piso 8 Costanera Center,Activo,2174160.0,0.0
30759521,1413-384,1413-384,303026,Factura Electrónica (iHub),Factura Electrónica ,Recepción,MANUFACTURAS ELECTRICAS B Y P LTDA.,85969100-5,1413 Inacap Apoquindo acceso univ y otros,2025-06-05T11:17:06.037,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,1283639.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,10/10/2024 12:57:30,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1413,Inacap Apoquindo,Activo,1078688.0,0.0
30759568,1417-166,1417-166,94,Factura Electrónica (iHub),Factura Electrónica ,Recepción,Limpiezas CAM SPA,77283677-5,1417 Marathon EU Viña,2025-06-05T11:18:59.447,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,916300.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,08/01/2024 19:59:40,Subcontratos,N,S,N,N,4.01.02.02,4.01.02.02 Subcontratos,1417,Marathon EU Viña,Activo,770000.0,0.0
30760012,1418-59,1418-59,6578575,Factura Electrónica (iHub),Factura Electrónica ,Recepción,ELECTROCOM S.A.,96355000-6,1418 Piso 8 Costanera Center,2025-06-05T11:49:53.483,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,49480.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/02/2024 15:54:57,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1418,Piso 8 Costanera Center,Activo,41580.0,0.0
30760316,1417-167,1417-167,217206,Factura Electrónica (iHub),Factura Electrónica ,Recepción,STUDIO GROUP SPA,76927160-0,1417 Marathon EU Viña,2025-06-05T12:03:22.867,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,1163960.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/06/2024 21:35:39,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,978118.0,0.0
30760332,1417-168,1417-168,217204,Factura Electrónica (iHub),Factura Electrónica ,Recepción,STUDIO GROUP SPA,76927160-0,1417 Marathon EU Viña,2025-06-05T12:03:52.25,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,143100.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/06/2024 21:35:39,Materiales,N,S,N,N,4.01.02.01,4.01.02.01 Materiales,1417,Marathon EU Viña,Activo,120252.0,0.0
30760393,1419-11,1419-11,934686,Factura Electrónica (iHub),Factura Electrónica ,Recepción,INGENIERIA Y SEGURIDAD INDUSTRIAL KS LTDA.,76488070-6,1419 Jhonny Rockets Mall Plaza Norte,2025-06-05T12:05:56.743,2025-06-05T00:00:00,2025-07-05T00:00:00,05-06-2025,2025-06-05T00:00:00,$,62868.0,Aprobada,Totalmente Asociada,Pagada,Pago Crédito,05/27/2024 14:19:34,EPP,N,S,N,N,4.01.02.04,4.01.02.04 Otros costos de explotación,1419,Jhonny Rocket Mall Plaza Norte,Activo,52830.0,0.0
